,id,query,label,index,tokens
436,436,برای پر کردن فرم سلامت روان تا کی وقت دارم؟,1,436,"['پر', 'کردن', 'فرم', 'سلامت', 'روان', 'وقت', 'دارم']"
437,437,امتحان ها و تمرین ها با سطح اموزش مجازی تناسب ندارند.,4,437,"['امتحان\u200cها', 'تمرین\u200cها', 'سطح', 'اموزش', 'مجازی', 'تناسب', 'ندارند']"
438,438,از کجا میتوانم ریز نمرات را بگیرم؟,1,438,"['کجا', 'میتوانم', 'ریز', 'نمرات', 'بگیرم']"
439,439,چه درس هاثی برای ترم تابستان ارایه می شود؟,1,439,"['درس', 'هاثی', 'ترم', 'تابستان', 'ارایه', 'می\u200cشود']"
440,440,غذاهای سلف افتضاحن.,4,440,"['غذاهای', 'سلف', 'افتضاحن']"
441,441,آمفی تئاتر کجاست,2,441,"['آمفی', 'تئاتر', 'کجاست']"
442,442,ما نیاز داریم کلاس ها ضبط شوند.,4,442,"['نیاز', 'داریم', 'کلاس\u200cها', 'ضبط', 'شوند']"
443,443,ایا برای ورود به دانشگاه کارت دانشجویی الزامی است؟,2,443,"['ایا', 'ورود', 'دانشگاه', 'کارت', 'دانشجویی', 'الزامی']"
444,444,فردا دانشگاه باز هست؟,2,444,"['فردا', 'دانشگاه', 'باز']"
445,445,حداقل واحد هر ترم چنتاس؟,1,445,"['حداقل', 'واحد', 'ترم', 'چنتاس']"
446,446,نحوه شرکت در مسابقات دانشکده چگونه است؟,5,446,"['نحوه', 'شرکت', 'در', 'مسابقات', 'دانشکده', 'چگونه']"
447,447,در تابستان دانشکده باز است؟,2,447,"['در', 'تابستان', 'دانشکده', 'باز']"
448,448,کارت آسانسور از کجا میتونم بیارم؟,5,448,"['کارت', 'آسانسور', 'کجا', 'میتونم', 'بیارم']"
449,449,پیش نیاز کارآموزی چیه؟,1,449,"['پیش', 'نیاز', 'کارآموزی']"
450,450,مراحل حذف اضطراری چگونه است؟,1,450,"['مراحل', 'حذف', 'اضطراری', 'چگونه']"
451,451,امکانات بیشتری در اختیار انجمن های دانشکده قرار دهید,4,451,"['امکانات', 'بیشتری', 'در', 'اختیار', 'انجمن\u200cهای', 'دانشکده', 'قرار', 'دهید']"
452,452,چرا تایم کلاسا ایجوریه؟,4,452,"['تایم', 'کلاسا', 'ایجوریه']"
453,453,کارگاه کامپیوتر کجا برگزار میشود؟,2,453,"['کارگاه', 'کامپیوتر', 'کجا', 'برگزار', 'میشود']"
454,454,صندوق کمک های اولیه کجاست؟,2,454,"['صندوق', 'کمک\u200cهای', 'اولیه', 'کجاست']"
455,455,همچنان کانال های ارتباطی دانشکده غیر فعالن.,4,455,"['همچنان', 'کانال\u200cهای', 'ارتباطی', 'دانشکده', 'غیر', 'فعالن']"
456,456,کتابخونه کی باز میشه؟,3,456,"['کتابخونه', 'باز', 'میشه']"
457,457,چرا بعضی اساتید بدون توجه به مشکلات آموزش مجاز کلاس های آنلاین را ضبط نمی کنند؟,4,457,"['بعضی', 'اساتید', 'بدون', 'توجه', 'مشکلات', 'آموزش', 'مجاز', 'کلاس\u200cهای', 'آنلاین', 'ضبط', 'نمی\u200cکنند']"
458,458,چرا درس مهندسی نت ظرفیتش انقدر کمه؟,1,458,"['درس', 'مهندسی', 'نت', 'ظرفیتش', 'انقدر', 'کمه']"
459,459,نام کاربری برای ورود به سایت چیست؟,3,459,"['نام', 'کاربری', 'ورود', 'سایت', 'چیست']"
460,460,نمازخانه دانشکده کجا است؟,2,460,"['نمازخانه', 'دانشکده', 'کجا']"
461,461,تقویم ترم به چه صورت است؟,1,461,"['تقویم', 'ترم', 'صورت']"
462,462,بوفه را فعال کنین.,4,462,"['بوفه', 'فعال', 'کنین']"
463,463,لطفا محلی برای اتاق بازی تعیین کنید.,4,463,"['لطفا', 'محلی', 'اتاق', 'بازی', 'تعیین', 'کنید']"
464,464,آیا برای ورود به دانشگاه باید کارت واکسن داشته باشیم؟,5,464,"['ورود', 'دانشگاه', 'باید', 'کارت', 'واکسن', 'داشته_باشیم']"
465,465,آمفی تئاتر کجاست؟,2,465,"['آمفی', 'تئاتر', 'کجاست']"
466,466,زمان انتخاب واحد کی است؟,1,466,"['زمان', 'انتخاب', 'واحد']"
467,467,تاریخ انتخاب واحد چه روزی است؟,1,467,"['تاریخ', 'انتخاب', 'واحد', 'روزی']"
468,468,نزدیکترین فرودگاه به دانشگاه کجاست؟,2,468,"['نزدیکترین', 'فرودگاه', 'دانشگاه', 'کجاست']"
469,469,نزدیک ترین پارک به اینجا کجاست؟,5,469,"['نزدیک\u200cترین', 'پارک', 'اینجا', 'کجاست']"
470,470,اینترنت دانشگاه کند میباشد,4,470,"['اینترنت', 'دانشگاه', 'کند', 'میباشد']"
471,471,سلف چه غذایی دارد؟,5,471,"['سلف', 'غذایی', 'دارد']"
472,472,آیا تاریخ امتحان هوش با رباتیکز یکیه؟,1,472,"['تاریخ', 'امتحان', 'هوش', 'رباتیکز', 'یکیه']"
473,473,کلاس من کجا است؟,1,473,"['کلاس', 'کجا']"
474,474,استاد شمس فرد تمرین زیاد میده.,4,474,"['استاد', 'شمس', 'فرد', 'تمرین', 'زیاد', 'میده']"
475,475,آدرس سایت دانشگاه چیست؟,3,475,"['آدرس', 'سایت', 'دانشگاه', 'چیست']"
476,476,تعداد واحد های کارآموزی را بیشتر کنید.,4,476,"['تعداد', 'واحد\u200cهای', 'کارآموزی', 'بیشتر', 'کنید']"
477,477,افزایش سطح کیفیت غذا سلف,4,477,"['افزایش', 'سطح', 'کیفیت', 'غذا', 'سلف']"
478,478,ایمیل استاد جهانیان چیه؟,2,478,"['ایمیل', 'استاد', 'جهانیان']"
479,479,برای ثبت نام باید چکار باید بکنم؟,1,479,"['ثبت', 'نام', 'باید', 'چکار', 'باید', 'بکنم']"
480,480,یکی از کلاس ها کفش کثیف شده، مسئول نظافت دانشکده رو کجا می تونم پیدا کنم؟,2,480,"['یکی', 'کلاس\u200cها', 'کفش', 'کثیف', 'شده', 'مسئول', 'نظافت', 'دانشکده', 'کجا', 'می\u200cتونم', 'پیدا', 'کنم']"
481,481,چند واحد درس تخصصی در طول تحصیل داریم؟,1,481,"['واحد', 'درس', 'تخصصی', 'در', 'طول', 'تحصیل', 'داریم']"
482,482,شماره آموزش دانشکده چند است؟,2,482,"['شماره', 'آموزش', 'دانشکده']"
483,483,تعداد کلاس های درسی را افزایش دهید,4,483,"['تعداد', 'کلاس\u200cهای', 'درسی', 'افزایش', 'دهید']"
484,484,آیا میتوان واحد اختیاری در دانشگاهی دیگر پاس کرد ؟,1,484,"['میتوان', 'واحد', 'اختیاری', 'در', 'دانشگاهی', 'دیگر', 'پاس', 'کرد']"
485,485,کجا میتوانم غذایم را,2,485,"['کجا', 'میتوانم', 'غذایم']"
486,486,کی کتاب را بیاورم؟,3,486,"['کتاب', 'بیاورم']"
487,487,خانه گران شئ؟,5,487,"['خانه', 'گران', 'شئ']"
488,488,رئیس دانشکده کیست؟,1,488,"['رئیس', 'دانشکده', 'کیست']"
489,489,آدرس دقیق دانشگاه چیست؟,5,489,"['آدرس', 'دقیق', 'دانشگاه', 'چیست']"
490,490,سامانه نمی گذارد انتخاب واحد کنم. مشکل چیست؟,1,490,"['سامانه', 'نمی\u200cگذارد', 'انتخاب', 'واحد', 'کنم', 'مشکل', 'چیست']"
491,491,هزینه ون داخل دانشگاه چقدر است؟,5,491,"['هزینه', 'ون', 'داخل', 'دانشگاه']"
492,492,امروزسلف تعطیل نیست.,5,492,"['امروزسلف', 'تعطیل']"
493,493,کدام الگوریتم برای پروژه هوش مناسب تر است؟,5,493,"['کدام', 'الگوریتم', 'پروژه', 'هوش', 'مناسب\u200cتر']"
494,494,امتحانات از کی شروع میشود؟,1,494,"['امتحانات', 'شروع', 'میشود']"
495,495,تاریخ تاسیس دانشکده؟,2,495,"['تاریخ', 'تاسیس', 'دانشکده']"
496,496,برگه,2,496,['برگه']
497,497,امتیاز های تحصیل در این دانشکده چیست؟,5,497,"['امتیاز\u200cهای', 'تحصیل', 'در', 'دانشکده', 'چیست']"
498,498,چراغ های کلاس 115 سوخته است. لطفا تعویض کنید,4,498,"['چراغ\u200cهای', 'کلاس', '۱۱۵', 'سوخته_است', 'لطفا', 'تعویض', 'کنید']"
499,499,مولانا در چه قرنی زندگی می کرد؟,5,499,"['مولانا', 'در', 'قرنی', 'زندگی', 'می\u200cکرد']"
500,500,امروز سلف چه غذایی دارد؟,5,500,"['امروز', 'سلف', 'غذایی', 'دارد']"
501,501,آیا درس کارآفرینی به جای 2 واحد اختیاری حساب می شود ؟,1,501,"['درس', 'کارآفرینی', 'جای', '۲', 'واحد', 'اختیاری', 'حساب', 'می\u200cشود']"
502,502,ایمیل دکتر جهانیان چیه؟,2,502,"['ایمیل', 'دکتر', 'جهانیان']"
503,503,در کدام طبقه کتابخانه می شود کار گروهی انجام داد؟,3,503,"['در', 'کدام', 'طبقه', 'کتابخانه', 'می\u200cشود', 'کار', 'گروهی', 'انجام', 'داد']"
504,504,مسیر رفتن به بخش کتاب های علمی و تخیلی چیست؟,3,504,"['مسیر', 'رفتن', 'بخش', 'کتاب\u200cهای', 'علمی', 'تخیلی', 'چیست']"
505,505,حراست کجاست؟,5,505,"['حراست', 'کجاست']"
506,506,چه کسی مسئول حراست است؟,2,506,"['کسی', 'مسئول', 'حراست']"
507,507,چه سازمان ها ، شرکت ها و کارگاه هایی برای گذراندن دوره مورد تایید می باشد ؟,1,507,"['سازمان\u200cها', 'شرکت\u200cها', 'کارگاه', 'هایی', 'گذراندن', 'دوره', 'مورد', 'تایید', 'می\u200cباشد']"
508,508,بهتره کلاس ها پرجمعیت توی آمفی تئاتر برگزار شه.,4,508,"['بهتره', 'کلاس\u200cها', 'پرجمعیت', 'آمفی', 'تئاتر', 'برگزار', 'شه']"
509,509,پارکینگ دانشگاه کجا قرار دارد؟,2,509,"['پارکینگ', 'دانشگاه', 'کجا', 'قرار', 'دارد']"
510,510,رمز شناسه بهشتی را فراموش کردم، کجا رمز رو عوض کنم؟,2,510,"['رمز', 'شناسه', 'بهشتی', 'فراموش', 'کردم', 'کجا', 'رمز', 'عوض', 'کنم']"
511,511,دانشکده پنجشنبه ها بازه؟,2,511,"['دانشکده', 'پنجشنبه\u200cها', 'بازه']"
512,512,چجوری میتونم مرخصی بگیرم؟,1,512,"['چجوری', 'میتونم', 'مرخصی', 'بگیرم']"
513,513,نحوه اعتراض به نمرات,1,513,"['نحوه', 'اعتراض', 'نمرات']"
514,514,اتاق های خوابگاه چند نفره هستند؟,5,514,"['اتاق\u200cهای', 'خوابگاه', 'نفره', 'هستند']"
515,515,آیا این الگوریتم برای حل این سوال خوب است؟,5,515,"['الگوریتم', 'حل', 'سوال', 'خوب']"
516,516,نظریه,5,516,['نظریه']
517,517,لطفا دوباره بوفه دانشکده را راه اندازی کنید.,4,517,"['لطفا', 'دوباره', 'بوفه', 'دانشکده', 'راه', 'اندازی', 'کنید']"
518,518,هوا فردا چطوریه؟,5,518,"['هوا', 'فردا']"
519,519,پسورد سیستم چیست؟,3,519,"['پسورد', 'سیستم', 'چیست']"
520,520,تقویم تحصیلی این ترم کجاست؟,1,520,"['تقویم', 'تحصیلی', 'ترم', 'کجاست']"
521,521,آخرین مهلت حذف اصطراری کی هست,1,521,"['آخرین', 'مهلت', 'حذف', 'اصطراری']"
522,522,لطفا مهلت فرجه رو بیشتر کنید.,4,522,"['لطفا', 'مهلت', 'فرجه', 'بیشتر', 'کنید']"
523,523,خانم زندی کجاس ؟,2,523,"['خانم', 'زندی', 'کجاس']"
524,524,قوانین سالن مطالعه چیست؟,3,524,"['قوانین', 'سالن', 'مطالعه', 'چیست']"
525,525,با چه نمره ای در ترم مشروط میشویم؟,1,525,"['نمره\u200cای', 'در', 'ترم', 'مشروط', 'میشویم']"
526,526,اگر حذف ترم کنم در سنواتم حساب می,1,526,"['اگر', 'حذف', 'ترم', 'کنم', 'در', 'سنواتم', 'حساب', 'می']"
527,527,درس معادلات دیفرانسیل تو ترم تابستون ارائه میشه؟,1,527,"['درس', 'معادلات', 'دیفرانسیل', 'ترم', 'تابستون', 'ارائه', 'میشه']"
528,528,اگه نظر سنجی اساتید رو پر نکنیم چی میشه ؟,1,528,"['اگه', 'نظر', 'سنجی', 'اساتید', 'پر', 'نکنیم', 'چی', 'میشه']"
529,529,ترم تابستان چه درس هایی ارائه می شود؟,1,529,"['ترم', 'تابستان', 'درس', 'هایی', 'ارائه', 'می\u200cشود']"
530,530,برای دانشکده کامپیوتر بوفه احداث کنید,4,530,"['دانشکده', 'کامپیوتر', 'بوفه', 'احداث', 'کنید']"
531,531,قدبلندترین فرد دانشکده کیست؟,5,531,"['قدبلندترین', 'فرد', 'دانشکده', 'کیست']"
532,532,آیا درست است در زمان امتحانات تکلیف بدهیم؟,1,532,"['درست', 'در', 'زمان', 'امتحانات', 'تکلیف', 'بدهیم']"
533,533,لطفا کامپیوتر های سایت را ارتقا دهید.,4,533,"['لطفا', 'کامپیوتر\u200cهای', 'سایت', 'ارتقا', 'دهید']"
534,534,فضای نمازخونه دانشکده بوی بدی می دهد.,4,534,"['فضای', 'نمازخونه', 'دانشکده', 'بوی', 'بدی', 'می\u200cدهد']"
535,535,مسئول کتابخانه کیست؟,3,535,"['مسئول', 'کتابخانه', 'کیست']"
536,536,کلاس آزمایشگاه فیزیک در دانشکده خودمان است یا دانشکده فیزیک؟,2,536,"['کلاس', 'آزمایشگاه', 'فیزیک', 'در', 'دانشکده', 'خودمان', 'دانشکده', 'فیزیک']"
537,537,امتحانات نیم سال دوم کی شروع می شود؟,1,537,"['امتحانات', 'نیم', 'سال', 'دوم', 'شروع', 'می\u200cشود']"
538,538,چند کتاب مربوط به هوش مصنوعی در کتابخانه وجود دارد؟,3,538,"['کتاب', 'مربوط', 'هوش', 'مصنوعی', 'در', 'کتابخانه', 'وجود', 'دارد']"
539,539,تایید انتخاب واحد تا کی زمان دارد؟,1,539,"['تایید', 'انتخاب', 'واحد', 'زمان', 'دارد']"
540,540,بوفه ها مواد غذایشان را از کجا تعمین می کنند؟,5,540,"['بوفه\u200cها', 'مواد', 'غذایشان', 'کجا', 'تعمین', 'می\u200cکنند']"
541,541,تا ساعت چند هستین,3,541,"['ساعت', 'هستین']"
542,542,آقا لابیمونو چیکار کردید؟,4,542,"['آقا', 'لابیمونو', 'چیکار', 'کردید']"
543,543,کامپیوتر های سایت به اینترنت وصل میشن؟,3,543,"['کامپیوتر\u200cهای', 'سایت', 'اینترنت', 'وصل', 'میشن']"
544,544,از کجا می تونم کتاب های درسی رو تهیه کنم؟,2,544,"['کجا', 'می\u200cتونم', 'کتاب\u200cهای', 'درسی', 'تهیه', 'کنم']"
545,545,به طور متوسط هر ترم چند واحد باید برداشته شود تا کارشناسی را در 8 ترم بتوان تمام کرد ؟,1,545,"['طور', 'متوسط', 'ترم', 'واحد', 'باید', 'برداشته', 'شود', 'کارشناسی', 'در', '۸', 'ترم', 'بتوان', 'تمام', 'کرد']"
546,546,چند سیستم فعال در سایت موجوده؟,3,546,"['سیستم', 'فعال', 'در', 'سایت', 'موجوده']"
547,547,سایت دانشکده کجا می باشد؟,2,547,"['سایت', 'دانشکده', 'کجا', 'می\u200cباشد']"
548,548,املت های بوفه حقوق چقدر خوشمزه بود.,5,548,"['املت\u200cهای', 'بوفه', 'حقوق', 'خوشمزه', 'بود']"
549,549,استاد محمدی خوش اخلاقه,4,549,"['استاد', 'محمدی', 'خوش', 'اخلاقه']"
550,550,سر فصل های دروس را بروزرسانی کنید,4,550,"['سر', 'فصل\u200cهای', 'دروس', 'بروزرسانی', 'کنید']"
551,551,این کتاب را چه کسی برده؟,3,551,"['کتاب', 'کسی', 'برده']"
552,552,چطور می توانم امریه بگیرم؟,1,552,"['چطور', 'می\u200cتوانم', 'امریه', 'بگیرم']"
553,553,چندتا کتاب میتونیم از کتابخونه بگیریم؟,3,553,"['چندتا', 'کتاب', 'میتونیم', 'کتابخونه', 'بگیریم']"
554,554,لابی را تعمیر نمیکنید؟,4,554,"['لابی', 'تعمیر', 'نمیکنید']"
555,555,سایت انتخاب واحد را بهتر کنید,4,555,"['سایت', 'انتخاب', 'واحد', 'بهتر', 'کنید']"
556,556,شورای دانشجویی برای ارتباط با ریسس دانشکده تشکیل شود,4,556,"['شورای', 'دانشجویی', 'ارتباط', 'ریسس', 'دانشکده', 'تشکیل', 'شود']"
557,557,کارت دانشجویی گم شود ، چه باید کرد؟,2,557,"['کارت', 'دانشجویی', 'گم', 'شود', 'باید', 'کرد']"
558,558,بقیه میتونن به من ping بدن تو شبکه دانشگاه ؟,3,558,"['بقیه', 'میتونن', 'ping', 'بدن', 'شبکه', 'دانشگاه']"
559,559,مرکز بهداشت کجا است؟,2,559,"['مرکز', 'بهداشت', 'کجا']"
560,560,تعیین نماینده دانشجویی به روش رای گیری در ابتدا انجام شود.,4,560,"['تعیین', 'نماینده', 'دانشجویی', 'روش', 'رای', 'گیری', 'در', 'ابتدا', 'انجام', 'شود']"
561,561,ایا میتوان با سرور دانشگاه ماین کرد؟,3,561,"['ایا', 'میتوان', 'سرور', 'دانشگاه', 'ماین', 'کرد']"
562,562,تابلوی کارگاه کامپیوتررا تعمیر کنید.,4,562,"['تابلوی', 'کارگاه', 'کامپیوتررا', 'تعمیر', 'کنید']"
563,563,رمز وای فای دانشکده چیست؟,3,563,"['رمز', 'وای', 'فای', 'دانشکده', 'چیست']"
564,564,ایمیل اساتید رو کجا میشه پیدا کرد؟,1,564,"['ایمیل', 'اساتید', 'کجا', 'میشه', 'پیدا', 'کرد']"
565,565,چه زبانی در برنامه نویسی پیشرفته تدریس میشه؟,5,565,"['زبانی', 'در', 'برنامه', 'نویسی', 'پیشرفته', 'تدریس', 'میشه']"
566,566,آخرین ویرایش کتاب هریس که دارید چیست؟,3,566,"['آخرین', 'ویرایش', 'کتاب', 'هریس', 'که', 'دارید', 'چیست']"
567,567,چه دوره های فرعی تو دانشکده برگزار میشه؟,2,567,"['دوره\u200cهای', 'فرعی', 'دانشکده', 'برگزار', 'میشه']"
568,568,برای استفاده از کتابخانه کارت دانشجویی لازم دارم؟,3,568,"['استفاده', 'کتابخانه', 'کارت', 'دانشجویی', 'لازم', 'دارم']"
569,569,آموزش کل دانشکده کجا هست؟,2,569,"['آموزش', 'کل', 'دانشکده', 'کجا']"
570,570,لطفا تعداد سرویس های بهداشتی طبقات را بیشتر کنید.,4,570,"['لطفا', 'تعداد', 'سرویس\u200cهای', 'بهداشتی', 'طبقات', 'بیشتر', 'کنید']"
571,571,هزینه ثبت نام ترم تابستون.,1,571,"['هزینه', 'ثبت', 'نام', 'ترم', 'تابستون']"
572,572,سیستم عامل کامپیوتر های دانشکده چیه؟,3,572,"['سیستم', 'عامل', 'کامپیوتر\u200cهای', 'دانشکده']"
573,573,حداقل واحد هر ترم چنده ؟,1,573,"['حداقل', 'واحد', 'ترم', 'چنده']"
574,574,تا کی برای حذف و اضافه وقت داریم؟,1,574,"['حذف', 'اضافه', 'وقت', 'داریم']"
575,575,اسنپ میتونه بیاد تو دانشگاه؟,5,575,"['اسنپ', 'میتونه', 'بیاد', 'دانشگاه']"
576,576,در سالن آمفی تئاتر رو باز کنید برامون.,2,576,"['در', 'سالن', 'آمفی', 'تئاتر', 'باز', 'کنید', 'برامون']"
577,577,هر واحد ترم تابستون چند تومنه ؟,1,577,"['واحد', 'ترم', 'تابستون', 'تومنه']"
578,578,میتونم سازم را به دانشگاه بیاورم؟,5,578,"['میتونم', 'سازم', 'دانشگاه', 'بیاورم']"
579,579,نام کاریری سایت دانشگاه من چیه؟,3,579,"['نام', 'کاریری', 'سایت', 'دانشگاه']"
580,580,مجموع ساعات دوره کارآموزی در سیستم چگونه محاسبه می شود ؟,1,580,"['مجموع', 'ساعات', 'دوره', 'کارآموزی', 'در', 'سیستم', 'چگونه', 'محاسبه', 'می\u200cشود']"
581,581,سلف از چه ساعتی تا چه ساعتی باز است؟,2,581,"['سلف', 'ساعتی', 'ساعتی', 'باز']"
582,582,آیا همه کلاس ها دیتا شو دارد؟,2,582,"['همه', 'کلاس\u200cها', 'دیتا', 'شو', 'دارد']"
583,583,برخی اساتید برای دانشجو احترامی قائل نیستند.,4,583,"['برخی', 'اساتید', 'دانشجو', 'احترامی', 'قائل', 'نیستند']"
584,584,چگونه اشتغال به تحصیل بگیرم؟,1,584,"['چگونه', 'اشتغال', 'تحصیل', 'بگیرم']"
585,585,میتونم دوتا کتاب با هم بردارم؟,3,585,"['میتونم', 'دوتا', 'کتاب', 'هم', 'بردارم']"
586,586,نظرسنجی اساتید تا کیه؟,1,586,"['نظرسنجی', 'اساتید']"
587,587,آیا دیسکهای فشرده در کتابخانه وجود دارد؟,3,587,"['دیسکهای', 'فشرده', 'در', 'کتابخانه', 'وجود', 'دارد']"
588,588,مهلت افزایش صنوات کیه ؟,1,588,"['مهلت', 'افزایش', 'صنوات']"
589,589,کتاب هوش مصنوعی در کدام قفسه است؟,3,589,"['کتاب', 'هوش', 'مصنوعی', 'در', 'کدام', 'قفسه']"
590,590,از کجا می تونم به اتاق انجمن ACM دانشکده برسم؟,2,590,"['کجا', 'می\u200cتونم', 'اتاق', 'انجمن', 'ACM', 'دانشکده', 'برسم']"
591,591,تعداد اساتید کل دانشگاه چقدر است؟,5,591,"['تعداد', 'اساتید', 'کل', 'دانشگاه']"
592,592,فوتبالدستی را برگردانید,4,592,"['فوتبالدستی', 'برگردانید']"
593,593,دانشکده تا چه ساعتی باز است؟,2,593,"['دانشکده', 'ساعتی', 'باز']"
594,594,آدرس سایت دانشگاه؟,2,594,"['آدرس', 'سایت', 'دانشگاه']"
595,595,شروع ترم جدید کی هست؟,1,595,"['شروع', 'ترم', 'جدید']"
596,596,چرا باید مسافرت کرد؟,5,596,"['باید', 'مسافرت', 'کرد']"
597,597,به دلیل مجازی بودن دانشگاه کارگاه آموزشی جهت آشنایی با جنبه عملی دروس برگزار کنید.,4,597,"['دلیل', 'مجازی', 'بودن', 'دانشگاه', 'کارگاه', 'آموزشی', 'جهت', 'آشنایی', 'جنبه', 'عملی', 'دروس', 'برگزار', 'کنید']"
598,598,کتابخانه کجاست؟,2,598,"['کتابخانه', 'کجاست']"
599,599,چرا امکان اعتراض بی پرده در دانشگاه وجود ندارد ؟,5,599,"['امکان', 'اعتراض', 'بی', 'پرده', 'در', 'دانشگاه', 'وجود', 'ندارد']"
600,600,منطقی پشت نمرات استاد محمدی نیست.,4,600,"['منطقی', 'پشت', 'نمرات', 'استاد', 'محمدی']"
601,601,کمیته انضباطی کجاست؟,2,601,"['کمیته', 'انضباطی', 'کجاست']"
602,602,یک کیف پول پیدا کردم.,5,602,"['یک', 'کیف', 'پول', 'پیدا', 'کردم']"
603,603,دستگاه اسنک پولمو خورد.,4,603,"['دستگاه', 'اسنک', 'پولمو', 'خورد']"
604,604,کیا تو کمیته انظابطی دانشکدمون هستن؟,2,604,"['کیا', 'کمیته', 'انظابطی', 'دانشکدمون', 'هستن']"
605,605,استاد علی اکبری امروز میان سر کلاس,1,605,"['استاد', 'علی', 'اکبری', 'امروز', 'میان', 'سر', 'کلاس']"
606,606,برای درخواست خروج از کشور باید چگونه اقدام کنم؟,1,606,"['درخواست', 'خروج', 'کشور', 'باید', 'چگونه', 'اقدام', 'کنم']"
607,607,اگر پرسشنامه سلامت و روان رو پرنکنیم چی میشه؟,1,607,"['اگر', 'پرسشنامه', 'سلامت', 'روان', 'پرنکنیم', 'چی', 'میشه']"
608,608,جلوی خصوصی سازی رو بگیرید.,4,608,"['جلوی', 'خصوصی', 'سازی', 'بگیرید']"
609,609,ادرس بوفه های دانشگاه کجاست,2,609,"['ادرس', 'بوفه\u200cهای', 'دانشگاه', 'کجاست']"
610,610,میتوانم حذف ترم کنم؟,1,610,"['میتوانم', 'حذف', 'ترم', 'کنم']"
611,611,برای تحویل دیپلم چقدر وقت داریم؟,1,611,"['تحویل', 'دیپلم', 'وقت', 'داریم']"
612,612,اتاق بازی کجاست؟,2,612,"['اتاق', 'بازی', 'کجاست']"
613,613,کتاب هوش کجاس ؟,3,613,"['کتاب', 'هوش', 'کجاس']"
614,614,کلاس 125 داریم ؟,2,614,"['کلاس', '۱۲۵', 'داریم']"
615,615,حذف تک درس چیست؟,1,615,"['حذف', 'تک', 'درس', 'چیست']"
616,616,نزدیک ترین بوفه به دانشکده؟,2,616,"['نزدیک\u200cترین', 'بوفه', 'دانشکده']"
617,617,تعداد اساتید کل دانشگاه چند نفر است؟,5,617,"['تعداد', 'اساتید', 'کل', 'دانشگاه', 'نفر']"
618,618,اتاق رییس دانشکده کجا است؟,2,618,"['اتاق', 'رییس', 'دانشکده', 'کجا']"
619,619,آمفی تئاتر کجاست؟,2,619,"['آمفی', 'تئاتر', 'کجاست']"
620,620,آدرس آموزش دانشکده رو می خوام.,2,620,"['آدرس', 'آموزش', 'دانشکده', 'می\u200cخوام']"
621,621,ایا امکان برداشتن دروس پیشنیاز و پسنیاز با هم امکان دارد؟,1,621,"['ایا', 'امکان', 'برداشتن', 'دروس', 'پیشنیاز', 'پسنیاز', 'هم', 'امکان', 'دارد']"
622,622,چرا انقدر کلاس های آنلاین بی نظم برگزار می شود؟,4,622,"['انقدر', 'کلاس\u200cهای', 'آنلاین', 'بی', 'نظم', 'برگزار', 'می\u200cشود']"
623,623,چه اساتیدی ریکامندیشن میدن؟,5,623,"['اساتیدی', 'ریکامندیشن', 'میدن']"
624,624,معروف ترین غذای ایتالیایی چیه؟,5,624,"['معروف\u200cترین', 'غذای', 'ایتالیایی']"
625,625,تایم استراحت بین دو ترم خیلی کم است.,4,625,"['تایم', 'استراحت', 'بین', 'دو', 'ترم', 'خیلی', 'کم']"
626,626,امروز چندم ماه است؟,5,626,"['امروز', 'چندم', 'ماه']"
627,627,چگونه گیتار بزنیم؟,5,627,"['چگونه', 'گیتار', 'بزنیم']"
628,628,آخرین مهلت نظرسنجی اساتید کی است؟,1,628,"['آخرین', 'مهلت', 'نظرسنجی', 'اساتید']"
629,629,چطوری وام دانشجویی بگیرم؟,5,629,"['چطوری', 'وام', 'دانشجویی', 'بگیرم']"
630,630,بسیج کجاس ؟,2,630,"['بسیج', 'کجاس']"
631,631,مسئول تایید انتخاب واحد کیست؟,2,631,"['مسئول', 'تایید', 'انتخاب', 'واحد', 'کیست']"
632,632,چرا نمی توانم انتخاب واحد بکنم؟,1,632,"['نمی\u200cتوانم', 'انتخاب', 'واحد', 'بکنم']"
633,633,چرا امکان ملاقات رو در رو با بعضی اساتید ممکن نیست؟,5,633,"['امکان', 'ملاقات', 'در', 'بعضی', 'اساتید', 'ممکن']"
634,634,چگونه می توانم یک ترم مرخصی بگیرم؟,1,634,"['چگونه', 'می\u200cتوانم', 'یک', 'ترم', 'مرخصی', 'بگیرم']"
635,635,دفتر معاون آموزشی کجا قرار دارد؟,2,635,"['دفتر', 'معاون', 'آموزشی', 'کجا', 'قرار', 'دارد']"
636,636,کلاس ها تا کِی مجازی برگزار میشوند؟,4,636,"['کلاس\u200cها', 'مجازی', 'برگزار', 'میشوند']"
637,637,آموزش چه ساعتی باز میشود؟,2,637,"['آموزش', 'ساعتی', 'باز', 'میشود']"
638,638,سرویس های رفت آمدی کجا هستند؟,2,638,"['سرویس\u200cهای', 'رفت', 'آمدی', 'کجا', 'هستند']"
639,639,شرایط گرفتن مجوز برای جلسه دفاع چیست؟,1,639,"['شرایط', 'گرفتن', 'مجوز', 'جلسه', 'دفاع', 'چیست']"
640,640,استاد علوی وقت دیگر درس هارا میگیرد.,4,640,"['استاد', 'علوی', 'وقت', 'دیگر', 'درس', 'هارا', 'میگیرد']"
641,641,چقدر هوا گرمه,5,641,"['هوا', 'گرمه']"
